accident_index,speed_limit,light_conditions,weather_conditions,road_surface_conditions,vehicle_type,junction_location,skidding_and_overturning,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,sex_of_driver,age_of_oldest_driver,accident_severity
2019440034190,30,darkness,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,29.0,slight
20191363n0123,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,22.0,serious
201906a165035,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,53.0,serious
2019440249497,70,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,male and female,68.0,fatal
201t06xp57502,70,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all females,34.0,
2019100834762,30,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,19.0,slight
2019320188421,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,30.0,fatal
2019140885168,40,daylight,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,69.0,slight
201906g259585,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,46.0,serious
2019010224823,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,50.0,fatal
2019471900009,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,54.0,slight
2019040825298,30,daylight,other,other,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,43.0,slight
2019440431288,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,40.0,serious
201997la00506,30,daylight,fine,dry,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019220851606,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,55.0,slight
2019160859626,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,45.0,slight
2019930939934,40,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,other points of impact,all females,38.0,serious
2019500817561,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,31.0,serious
2019320272417,60,daylight,fine,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,28.0,serious
2019340s02721,60,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,male and female,58.0,fatal
2019010175622,30,daylight,other,data missing or out of range,at least one van,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,all males,,serious
201960x146908,30,daylight,fine,wet or damp,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,male and female,49.0,slight
2019110864715,60,daylight,fine,dry,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,27.0,fatal
2019010197234,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,47.0,slight
2019200915895,30,darkness,data missing or out of range,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,,slight
2019400856813,30,daylight,fine,dry,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,47.0,serious
2019200897630,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,40.0,slight
2019010218185,40,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,51.0,serious
201954a150019,60,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,22.0,fatal
2019010182890,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,,slight
2019521906121,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,57.0,slight
2019450821419,40,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,48.0,serious
2019970862273,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,53.0,fatal
2019370859145,60,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,59.0,fatal
2019500897426,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,35.0,serious
2019070158210,30,daylight,fine,dry,biped and van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,44.0,slight
2019140807396,30,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,,serious
2019610046419,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,,fatal
2019160848977,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,55.0,fatal
